code,code_0,code_1,code_2,code_3,code_4,description,level,source
W871,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: institucion residencial,5,deis.cl
W872,V01-Y99,V01-X59,W00-X59,W85-W99,W87,"Exposicion a corriente electrica no especificada: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W873,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: areas de deporte y atletismo,5,deis.cl
W874,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: calles y carreteras,5,deis.cl
W875,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: comercio y areas de servicio,5,deis.cl
W876,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: area industrial y de la construccion,5,deis.cl
W877,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: granja,5,deis.cl
W878,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: otro lugar especificado,5,deis.cl
W879,V01-Y99,V01-X59,W00-X59,W85-W99,W87,Exposicion a corriente electrica no especificada: lugar no especificado,5,deis.cl
W880,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: vivienda,5,deis.cl
W881,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: institucion residencial,5,deis.cl
W882,V01-Y99,V01-X59,W00-X59,W85-W99,W88,"Exposicion a radiacion ionizante: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W883,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: areas de deporte y atletismo,5,deis.cl
W884,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: calles y carreteras,5,deis.cl
W885,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: comercio y areas de servicio,5,deis.cl
W886,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: area industrial y de la construccion,5,deis.cl
W887,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: granja,5,deis.cl
W888,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: otro lugar especificado,5,deis.cl
W889,V01-Y99,V01-X59,W00-X59,W85-W99,W88,Exposicion a radiacion ionizante: lugar no especificado,5,deis.cl
W890,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: vivienda",5,deis.cl
W891,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: institucion residencial",5,deis.cl
W892,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W893,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: areas de deporte y atletismo",5,deis.cl
W894,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: calles y carreteras",5,deis.cl
W895,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: comercio y areas de servicio",5,deis.cl
W896,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: area industrial y de la construccion",5,deis.cl
W897,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: granja",5,deis.cl
W898,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: otro lugar especificado",5,deis.cl
W899,V01-Y99,V01-X59,W00-X59,W85-W99,W89,"Exposicion a fuente de luz visible y ultravioleta, de origen artificial: lugar no especificado",5,deis.cl
W900,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: vivienda,5,deis.cl
W901,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: institucion residencial,5,deis.cl
W902,V01-Y99,V01-X59,W00-X59,W85-W99,W90,"Exposicion a otros tipos de radiacion no ionizante: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W903,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: areas de deporte y atletismo,5,deis.cl
W904,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: calles y carreteras,5,deis.cl
W905,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: comercio y areas de servicio,5,deis.cl
W906,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: area industrial y de la construccion,5,deis.cl
W907,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: granja,5,deis.cl
W908,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: otro lugar especificado,5,deis.cl
W909,V01-Y99,V01-X59,W00-X59,W85-W99,W90,Exposicion a otros tipos de radiacion no ionizante: lugar no especificado,5,deis.cl
W910,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: vivienda,5,deis.cl
W911,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: institucion residencial,5,deis.cl
W912,V01-Y99,V01-X59,W00-X59,W85-W99,W91,"Exposicion a radiacion de tipo no especificado: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W913,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: areas de deporte y atletismo,5,deis.cl
W914,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: calles y carreteras,5,deis.cl
W915,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: comercio y areas de servicio,5,deis.cl
W916,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: area industrial y de la construccion,5,deis.cl
W917,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: granja,5,deis.cl
W918,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: otro lugar especificado,5,deis.cl
W919,V01-Y99,V01-X59,W00-X59,W85-W99,W91,Exposicion a radiacion de tipo no especificado: lugar no especificado,5,deis.cl
W920,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: vivienda,5,deis.cl
W921,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: institucion residencial,5,deis.cl
W922,V01-Y99,V01-X59,W00-X59,W85-W99,W92,"Exposicion a calor excesivo de origen artificial: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W923,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: areas de deporte y atletismo,5,deis.cl
W924,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: calles y carreteras,5,deis.cl
W925,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: comercio y areas de servicio,5,deis.cl
W926,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: area industrial y de la construccion,5,deis.cl
W927,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: granja,5,deis.cl
W928,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: otro lugar especificado,5,deis.cl
W929,V01-Y99,V01-X59,W00-X59,W85-W99,W92,Exposicion a calor excesivo de origen artificial: lugar no especificado,5,deis.cl
W930,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: vivienda,5,deis.cl
W931,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: institucion residencial,5,deis.cl
W932,V01-Y99,V01-X59,W00-X59,W85-W99,W93,"Exposicion a frio excesivo de origen artificial: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W933,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: areas de deporte y atletismo,5,deis.cl
W934,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: calles y carreteras,5,deis.cl
W935,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: comercio y areas de servicio,5,deis.cl
W936,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: area industrial y de la construccion,5,deis.cl
W937,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: granja,5,deis.cl
W938,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: otro lugar especificado,5,deis.cl
W939,V01-Y99,V01-X59,W00-X59,W85-W99,W93,Exposicion a frio excesivo de origen artificial: lugar no especificado,5,deis.cl
W940,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: vivienda,5,deis.cl
W941,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: institucion residencial,5,deis.cl
W942,V01-Y99,V01-X59,W00-X59,W85-W99,W94,"Exposicion a presion de aire alta y baja y a cambios en la presion del aire: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W943,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: areas de deporte y atletismo,5,deis.cl
W944,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: calles y carreteras,5,deis.cl
W945,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: comercio y areas de servicio,5,deis.cl
W946,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: area industrial y de la construccion,5,deis.cl
W947,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: granja,5,deis.cl
W948,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: otro lugar especificado,5,deis.cl
W949,V01-Y99,V01-X59,W00-X59,W85-W99,W94,Exposicion a presion de aire alta y baja y a cambios en la presion del aire: lugar no especificado,5,deis.cl
W990,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: vivienda",5,deis.cl
W991,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: institucion residencial",5,deis.cl
W992,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
W993,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: areas de deporte y atletismo",5,deis.cl
W994,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: calles y carreteras",5,deis.cl
W995,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: comercio y areas de servicio",5,deis.cl
W996,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: area industrial y de la construccion",5,deis.cl
W997,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: granja",5,deis.cl
W998,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: otro lugar especificado",5,deis.cl
W999,V01-Y99,V01-X59,W00-X59,W85-W99,W99,"Exposicion a otros factores ambientales y a los no especificados, de origen artificial: lugar no especificado",5,deis.cl
X000,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: vivienda,5,deis.cl
X001,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: institucion residencial,5,deis.cl
X002,V01-Y99,V01-X59,W00-X59,X00-X09,X00,"Exposicion a fuego no controlado en edificio u otra construccion: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
X003,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: areas de deporte y atletismo,5,deis.cl
X004,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: calles y carreteras,5,deis.cl
X005,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: comercio y areas de servicio,5,deis.cl
X006,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: area industrial y de la construccion,5,deis.cl
X007,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: granja,5,deis.cl
X008,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: otro lugar especificado,5,deis.cl
X009,V01-Y99,V01-X59,W00-X59,X00-X09,X00,Exposicion a fuego no controlado en edificio u otra construccion: lugar no especificado,5,deis.cl
X010,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: vivienda,5,deis.cl
X011,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: institucion residencial,5,deis.cl
X012,V01-Y99,V01-X59,W00-X59,X00-X09,X01,"Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
X013,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: areas de deporte y atletismo,5,deis.cl
X014,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: calles y carreteras,5,deis.cl
X015,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: comercio y areas de servicio,5,deis.cl
X016,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: areas industrial y de la construccion,5,deis.cl
X017,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: granja,5,deis.cl
X018,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: otro lugar especificado,5,deis.cl
X019,V01-Y99,V01-X59,W00-X59,X00-X09,X01,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: lugar no especificado,5,deis.cl
X020,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: vivienda,5,deis.cl
X021,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: institucion residencial,5,deis.cl
X022,V01-Y99,V01-X59,W00-X59,X00-X09,X02,"Exposicion a fuego controlado en edificio u otra construccion: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
X023,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: areas de deporte y atletismo,5,deis.cl
X024,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: calles y carreteras,5,deis.cl
X025,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: comercio y area de servicio,5,deis.cl
X026,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: area industrial y de la construccion,5,deis.cl
X027,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: granja,5,deis.cl
X028,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: otro lugar especificado,5,deis.cl
X029,V01-Y99,V01-X59,W00-X59,X00-X09,X02,Exposicion a fuego controlado en edificio u otra construccion: lugar no especificado,5,deis.cl
X030,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: vivienda,5,deis.cl
X031,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: institucion residencial,5,deis.cl
X032,V01-Y99,V01-X59,W00-X59,X00-X09,X03,"Exposicion a fuego controlado en lugar que no es edificio u otra construccion: escuelas, otras instituciones areas administrativas publicas",5,deis.cl
X033,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: areas de deporte y atletismo,5,deis.cl
X034,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: calles y carreteras,5,deis.cl
X035,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: comercio y areas de servicio,5,deis.cl
X036,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: area industrial y de la construccion,5,deis.cl
X037,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: granja,5,deis.cl
X038,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: otro lugar especificado,5,deis.cl
X039,V01-Y99,V01-X59,W00-X59,X00-X09,X03,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: lugar no especificado,5,deis.cl
X040,V01-Y99,V01-X59,W00-X59,X00-X09,X04,Exposicion a ignicion de material altamente inflamable: vivienda,5,deis.cl
X041,V01-Y99,V01-X59,W00-X59,X00-X09,X04,Exposicion a ignicion de material altamente inflamable: institucion residencial,5,deis.cl
X042,V01-Y99,V01-X59,W00-X59,X00-X09,X04,"Exposicion a ignicion de material altamente inflamable: escuelas, otras instituciones y areas administrativas publicas",5,deis.cl
X043,V01-Y99,V01-X59,W00-X59,X00-X09,X04,Exposicion a ignicion de material altamente inflamable: areas de deporte y atletismo,5,deis.cl
X044,V01-Y99,V01-X59,W00-X59,X00-X09,X04,Exposicion a ignicion de material altamente inflamable: calles y carreteras,5,deis.cl
